sample_id,dice,iou,precision,recall,specificity,accuracy,f2,mae,boundary_f1,foreground_fraction,occupancy_mae_stage2,occupancy_mae_stage1,solver_active_fraction_stage2
cju5xjn5mm78b09871spyqhhr,0.8634017109870911,0.759636640548706,0.977961003780365,0.7728673219680786,0.9965621829032898,0.9596874713897705,0.8067029714584351,0.04066696763038635,0.6461794972419739,0.16484375298023224,6.568546817575793e-10,9.227036357195573e-10,0.015312500298023224
cju1egh885m1l0855ci1lt37c,0.9249951839447021,0.8604568243026733,0.9050300121307373,0.9458611011505127,0.9974662065505981,0.9961816668510437,0.9374027848243713,0.0038227438926696777,0.8151687979698181,0.024892577901482582,1.0012114054491761e-10,1.6199215580048332e-10,0.0021093750838190317
cju5ktjwofed70817eg58ef7u,0.6213530898094177,0.45069777965545654,0.4526020884513855,0.9907509088516235,0.8569632768630981,0.8712304830551147,0.8004113435745239,0.12952440977096558,0.37954801321029663,0.10664062201976776,1.1861240878374701e-09,1.851655606621705e-09,0.048945311456918716
cju8axq24r4an0755yhv9d4ly,0.9702364206314087,0.9421933889389038,0.9740296006202698,0.9664726853370667,0.9990586042404175,0.9979101419448853,0.9679746627807617,0.002132111694663763,1.0,0.03524414077401161,1.1817218037446509e-10,9.256170829807786e-11,0.0024999999441206455
cju7dwe282dc309876rco45ts,0.9140891432762146,0.8417717814445496,0.9880431294441223,0.8504349589347839,0.9951829314231873,0.9490332007408142,0.87480229139328,0.051220912486314774,0.5317477583885193,0.31882813572883606,1.4085173027922337e-09,2.127788389927332e-09,0.05121093615889549
cju7ajnbo1gvm098749rdouk0,0.9815846681594849,0.9638353586196899,0.9909462332725525,0.9723983407020569,0.9973993897438049,0.9917382597923279,0.9760521650314331,0.008830162696540356,0.7822601199150085,0.22643554210662842,5.367840061332174e-10,7.245383737419786e-10,0.010820312425494194
cju1fj6axwfp30835ukhuzhw9,0.9110907912254333,0.836700439453125,0.8526415228843689,0.9781433939933777,0.9454526901245117,0.9534277319908142,0.9501718878746033,0.047152865678071976,0.4124307930469513,0.2439550757408142,1.2901563151146433e-09,2.1256871818309264e-09,0.05656249821186066
cju7dsrtb2f8i085064kwugfk,0.9649615287780762,0.9322952628135681,0.9858519434928894,0.944938063621521,0.998763918876648,0.9942675828933716,0.952846884727478,0.005812031216919422,0.8288825154304504,0.08353515714406967,1.705628693837724e-10,2.1816895512394296e-10,0.004140624776482582
cju2i8br1vqtd08784u6vmcjk,0.980497419834137,0.961741030216217,0.9846178293228149,0.9764114022254944,0.9965075850486755,0.9927636981010437,0.9780417084693909,0.007353653199970722,0.9189808368682861,0.18629883229732513,2.906853924233843e-10,2.75889366907478e-10,0.0053125000558793545
cju2t62nq45jl0799odpufwx6,0.9540038704872131,0.9120529890060425,0.9400882124900818,0.9683377146720886,0.984585165977478,0.9813379049301147,0.9625528454780579,0.019025659188628197,0.741744339466095,0.1998632848262787,6.920369277629845e-10,1.0322345200819427e-09,0.021367186680436134
cju2uzabhs6er0993x3aaf87p,0.5207705497741699,0.35205531120300293,0.9516128897666931,0.35847237706184387,0.9979463219642639,0.9331933856010437,0.409523606300354,0.06677711755037308,0.49892929196357727,0.10125976800918579,1.9157800346114584e-10,2.5911986445414925e-10,0.004609374795109034
cju2z1nxlzaj40835wj81s1iy,0.9738240838050842,0.9489835500717163,0.9673661589622498,0.9803687334060669,0.9906245470046997,0.9883593916893005,0.9777403473854065,0.011749675497412682,0.8113048672676086,0.22086913883686066,5.17178633252513e-10,6.835834120977324e-10,0.009296875447034836
